astar_trial1
TDM,1.0, 1.046493072126812, 1.0241726122055144, 1.0041824224328881, 1.0, 1.072994506695573, 1.051074289349232, 1.0285603707691444, 1.0464926014313116, 1.024172287166424, 1.0041824980449219, 1.077811713439683, 1.0729948289383873, 1.0510743390047348, 1.0285599742038944, 1.0778113013271557,0.9693100050259644,0.9904521865767245,1.00963985294058,
GREEDY,1.0, 1.0600128531333173, 1.0310092014903627, 1.0053358282148959, 1.0, 1.0949204067637086, 1.066009931893214, 1.0366818898167902, 1.0600096912463068, 1.0310087552759388, 1.0053359898759153, 1.1013189273855364, 1.0949195798027511, 1.0660103294264431, 1.036681669660696, 1.1013200674514767,0,0,0,
GENETIC,1.0, 1.066055228029239, 1.0340371879090218, 1.005841630439134, 1.0, 1.1048075643103759, 1.0726857732169035, 1.040279388183734, 1.06605203115337, 1.034032539131135, 1.0058413523136012, 1.111942356588055, 1.1048173873123768, 1.072678565098701, 1.0402831419698548, 1.1119366309422185,0,0,0,
,
astar_trial2_1
TDM,1.0, 1.0453297942031177, 1.0235799184066914, 1.0040820541252062, 1.0, 1.0711245643178637, 1.0497915796827604, 1.0278576751949557, 1.0453288874637612, 1.0235803845143443, 1.0040820037226807, 1.075806531767701, 1.0711222014671877, 1.0497911554930273, 1.0278573160621778, 1.0758096211540173,0.9777461322999093,0.9959410382761511,1.0040755040387477,
GREEDY,1.0, 1.05687736084788, 1.0294306213450652, 1.005071016733972, 1.0, 1.089807253643603, 1.0625395216306686, 1.034803766653942, 1.0568728158048226, 1.0294308120310727, 1.0050706986143938, 1.095840629995522, 1.0898059296714255, 1.0625400350808674, 1.0348041359910538, 1.0958293934227044,0,0,0,
GENETIC,1.0, 1.0593985674375823, 1.0307136830338621, 1.0052850779864686, 1.0, 1.0939148124521685, 1.0653464906303272, 1.036319654178703, 1.0594282125635381, 1.030699259867221, 1.005285264834443, 1.1002469976445033, 1.0939478796669424, 1.0653608217477601, 1.0363288664341554, 1.100295450541377,0,0,0,
,
calculix_trial1
TDM,1.0, 1.0349867810684175, 1.029107661432116, 1.0041564451323022, 1.0111611478735099, 1.0661967676254074, 1.0394387284367044, 1.0335110367984242, 1.0469462337804307, 1.0409312128017394, 1.0154110224358455, 1.0709248525502209, 1.0788947529629036, 1.051502655819995, 1.0454361359237394, 1.083734276802879,0.9691957585324323,0.9912757092483299,1.0088010738791184,
GREEDY,1.0, 1.0447088383343126, 1.037139300613321, 1.0052678308766536, 1.0141721579564413, 1.085310020988242, 1.0504595685659956, 1.0428066949275452, 1.060188636431378, 1.052391407404643, 1.0195910291346693, 1.0915189199403028, 1.1020236179140288, 1.066114305020644, 1.0582277114677967, 1.108423612481741,0,0,0,
GENETIC,1.0, 1.0484864851562365, 1.040244762873878, 1.0056938038705945, 1.0153281476226883, 1.0927938620332023, 1.0547387214812907, 1.0464044805893717, 1.0653416088607996, 1.0568412746045937, 1.0211975807996205, 1.099610946290651, 1.1111279144937232, 1.0718011807006627, 1.063194088333839, 1.1181789305845522,0,0,0,
,
calculix_trail2_1
TDM,1.0, 1.0318069763335003, 1.026474929732586, 1.0037890535639566, 1.01016830431637, 1.0600176405522013, 1.035840608562663, 1.0304701650879249, 1.0426335422939252, 1.0371910118452248, 1.014034168689788, 1.0642753388062465, 1.0714542736814754, 1.0467550164393797, 1.0412698874686717, 1.0758009950234704,0.9898139342850354,1.0102908893905624,0.98925915500767,
GREEDY,1.0, 1.0362374766334024, 1.0301441706839363, 1.0043008388472368, 1.0115495257938354, 1.0686427498139497, 1.0408537854615145, 1.0347049832800495, 1.0486409422929202, 1.0424014513125175, 1.0159487859402176, 1.073555620033107, 1.0818482823899611, 1.0533767406541585, 1.047080083197225, 1.0868719440695138,0,0,0,
GENETIC,1.0, 1.0315345667258757, 1.0262841193208976, 1.003758884649429, 1.0100860308726243, 1.059524239890321, 1.035534313416232, 1.0302167427698472, 1.0422655741492908, 1.0369104177264903, 1.013918470090836, 1.063730526355743, 1.070855498949295, 1.0464081737321391, 1.0409229769044406, 1.0751980209917509,0,0,0,
,
h264ref_trial1
TDM,1.0, 1.0478020964213233, 1.0183010818244447, 1.0020779536464124, 1.009772000862588, 1.0679128253141719, 1.0500838568713957, 1.0204558555774426, 1.0585353442934093, 1.0284349522705325, 1.0118904701118354, 1.0702813130438693, 1.0790636380697158, 1.0608635130156179, 1.0306332282245738, 1.081483852388355,0.9693541653877346,0.9910572627000905,1.0090234314771533,
GREEDY,1.0, 1.061440238514192, 1.023334850175353, 1.0026380240274886, 1.0124308471127659, 1.0877646147643416, 1.0644111747299854, 1.0260967657694793, 1.075456821405914, 1.0363567469868409, 1.015134351355329, 1.0908885681672098, 1.1024901856759264, 1.078507768514073, 1.0391889851777454, 1.1056974475099457,0,0,0,
GENETIC,1.0, 1.066989901174861, 1.0253536272967279, 1.002861247681527, 1.013495353375776, 1.0959055707705159, 1.0702399884545164, 1.028365607250297, 1.0823467056106728, 1.0395529033965407, 1.0164384649521239, 1.0993396905263977, 1.11216253114062, 1.0857103933704493, 1.0426423702574508, 1.115674632662015,0,0,0,
,
h264ref_trail2_1
TDM,1.0, 1.04669295735967, 1.0178879919809491, 1.002031819907971, 1.0095529299757358, 1.0663064603413317, 1.048919051799278, 1.0199931198299368, 1.0571632659159347, 1.0277879640371115, 1.011623784965654, 1.0686174273796047, 1.077176781682386, 1.0594339653215092, 1.0299343571735873, 1.0795322223006698,0.9771678823161507,0.9961675022008927,1.0038472423469347,
GREEDY,1.0, 1.0585468737659645, 1.0222724902582783, 1.0025204043674294, 1.011871163264968, 1.0835375421822546, 1.0613693779420297, 1.024905298907984, 1.0718560441293152, 1.0346813354294997, 1.0144519280813646, 1.0864969661539385, 1.0974800849964894, 1.0747551773864328, 1.037377010807826, 1.100522169113522,0,0,0,
GENETIC,1.0, 1.0609300041339598, 1.0231391026790049, 1.0026170449090945, 1.0123319198068805, 1.0870203798574916, 1.0638660860984481, 1.025886691403399, 1.0748275280384227, 1.03605881659926, 1.015019265588108, 1.090103527073015, 1.101601626617136, 1.0778453375082386, 1.0388643976063263, 1.104756144606276,0,0,0,
,
lbquantum_trial1
TDM,1.0, 1.0396086926002228, 1.025575801711155, 1.019060238180427, 1.0, 1.067279425899084, 1.0602250630981396, 1.0456325694808437, 1.0396089841566967, 1.0255760802259846, 1.0190599889954992, 1.0890179731143643, 1.06727914152642, 1.0602240184368052, 1.0456336567025941, 1.08901874315139,0.96575460182287,0.9897106396298909,1.010396331976341,
GREEDY,1.0, 1.0509280302124933, 1.0327580617178074, 1.0243702316793981, 1.0, 1.0871677387600882, 1.0778779171527333, 1.0587702419449947, 1.0509287092981725, 1.032759175554949, 1.0243694556554424, 1.1160326163177783, 1.0871688192724176, 1.0778736109978206, 1.05877163624307, 1.1160324111517772,0,0,0,
GENETIC,1.0, 1.0556855311847348, 1.0357629292115667, 1.026585943928168, 1.0, 1.0956307741072278, 1.0853726109854476, 1.0643202712181807, 1.0556911944172063, 1.0357652871479528, 1.0265860229726242, 1.127635495273958, 1.0956320777476996, 1.0853724096573452, 1.0643212704348204, 1.1276350545944673,0,0,0,
,
lbquantum_trial2_1
TDM,1.0, 1.0386136813160232, 1.0249410060746105, 1.0185903568055763, 1.0, 1.0655418781448647, 1.0586797793706038, 1.0444798884585929, 1.0386134062173689, 1.02494174102732, 1.0185900716103442, 1.086675039024263, 1.0655433312952958, 1.0586790791466516, 1.0444785799629845, 1.0866757945079337,0.9753194972185045,0.9959610142681619,1.0040553652943995,
GREEDY,1.0, 1.048289708927638, 1.0310896513426102, 1.0231372088971242, 1.0, 1.0825081668633958, 1.0737433305779165, 1.0557060659843482, 1.0482898237197928, 1.0310905648497242, 1.02313759089898, 1.1096706983981393, 1.0825060232478232, 1.0737403799209186, 1.055704133534702, 1.109674039702206,0,0,0,
GENETIC,1.0, 1.0501619264586333, 1.0322633256689517, 1.0240043532659608, 1.0, 1.0858048144834673, 1.0766795877651352, 1.0578689505517032, 1.050159319131943, 1.0322784785540176, 1.0240055435233004, 1.1141916483349195, 1.085787560378563, 1.0766764238354427, 1.0578545194251907, 1.1141741732909105,0,0,0,
,
namd_trial1
TDM,1.0, 1.0427006049195096, 1.0234422172486481, 1.0041820277799616, 1.0083992115855318, 1.0682131251645726, 1.0472482918025992, 1.0278228709199508, 1.0518350037341047, 1.0322414468471148, 1.0126517868506328, 1.0729865119301927, 1.077802253568986, 1.0564626603280187, 1.0366982375967924, 1.0826628084232728,0.9674767560151313,0.9899226667812303,1.0101799196613372,
GREEDY,1.0, 1.055056514648781, 1.0300646051064868, 1.005334953487249, 1.0107272023539158, 1.0885775974187895, 1.0609968147693007, 1.0357263912892245, 1.0670030964814166, 1.0414511628292764, 1.0161774366233907, 1.094903852479827, 1.1013020030493372, 1.0730809663269898, 1.0472396681760483, 1.1077810891845967,0,0,0,
GENETIC,1.0, 1.0605225416674064, 1.0329695774322554, 1.005837584202414, 1.011743493252253, 1.0976740254080153, 1.0670835034463444, 1.0391997135440665, 1.0737328758535816, 1.0455066736696312, 1.017718710104755, 1.104712690723531, 1.111850372930017, 1.0804691105057669, 1.0518770653911484, 1.1190582116748446,0,0,0,
,
namd_trial2_1
TDM,1.0, 1.0417221937180463, 1.0229151802264411, 1.0040898121130768, 1.0082130267645197, 1.0666121358125844, 1.0461606023932966, 1.0271940080819362, 1.0506380139139329, 1.0315105964646922, 1.0123703825340327, 1.0712643554430343, 1.0759592979787822, 1.0551524247656283, 1.035862469506407, 1.0806969801540278,0.9758154591239555,0.9954125641042445,1.0046085774493752,
GREEDY,1.0, 1.0524317317286598, 1.0286646969191695, 1.0050921696738238, 1.0102369549182475, 1.0842346953892577, 1.0580720261581602, 1.0340528706774446, 1.0637745820628344, 1.0394987776207887, 1.0154340058228177, 1.0902242658167978, 1.0962687024693645, 1.069542281850067, 1.0450036109130156, 1.1024003995597553,0,0,0,
GENETIC,1.0, 1.0549056257507603, 1.0299836167434373, 1.0053219129008886, 1.0107013920156578, 1.0883446119691031, 1.0608270363879757, 1.0356402902221218, 1.066839438495141, 1.0413417685484512, 1.016138692453803, 1.0946410177401082, 1.101016060046073, 1.0729103825056856, 1.0471153564955609, 1.1074808971813486,0,0,0,
,
omentpp_trial1
TDM,1.0, 1.0329419316816142, 1.0234139917084693, 1.0105084721571074, 1.0226882443068628, 1.0579430503243814, 1.0441581972987026, 1.0344228958870434, 1.057167429690863, 1.0471891842325167, 1.033681632446691, 1.0697109495833907, 1.0833707592860395, 1.0689185376907337, 1.0587184347200247, 1.0957136553483497,0.9627773049470051,0.9886052205440696,1.011526117017326,
GREEDY,1.0, 1.0423112429440629, 1.0299958258749276, 1.0134152841244846, 1.0290603277117918, 1.074941455773399, 1.0568950118498817, 1.044233318978884, 1.073925160187219, 1.0608516195353679, 1.0432725718807783, 1.0904579076206304, 1.1085932775069025, 1.0894074086370245, 1.0759625210329635, 1.1251077838383705,0,0,0,
GENETIC,1.0, 1.0463416366314626, 1.0328163793707588, 1.0146509792103866, 1.0317890985884421, 1.082326438176438, 1.0623834901292688, 1.0484454768990044, 1.081178242992168, 1.0667537804055032, 1.0473902693838082, 1.0995016952005887, 1.1196562755974242, 1.0983361687286322, 1.0834554417452522, 1.138075907811996,0,0,0,
,
omentpp_trial2_1
TDM,1.0, 1.0313506329298288, 1.0222928257177795, 1.0100114369247122, 1.021602920911385, 1.0550786531348804, 1.0420014393343355, 1.0327574359389704, 1.054343363744811, 1.044878243571644, 1.0320518116279453, 1.0662305171852968, 1.079153971635312, 1.065477099759622, 1.0558149793204263, 1.0908237062408315,0.9812284829019883,1.0020658133863025,0.997938445400785,
GREEDY,1.0, 1.038075348816259, 1.0270237616754556, 1.0121046833412182, 1.02618446008549, 1.0672300048143988, 1.051126502565765, 1.0397960415248215, 1.0663167004031142, 1.0546626972908124, 1.0389357374388362, 1.0810227995803694, 1.0971024934412994, 1.080090260273276, 1.0681410475485333, 1.1116918487880771,0,0,0,
GENETIC,1.0, 1.0373500423155941, 1.0265163050224588, 1.0118811841176245, 1.0256900771787867, 1.0658847396472877, 1.050131461801252, 1.0390278667136172, 1.065030178627174, 1.0536030894812498, 1.0381807095918447, 1.0794067764041078, 1.0951534254834348, 1.078479465647499, 1.066783303972966, 1.1094000353442983,0,0,0,
,
soplex_trial1
